"ID";"TO_SERVICE";"XPRESSBEES_SERVICE";"DHL_SERVICE";"BLUEDART_SERVICE";"GATI_SERVICE";"DPWORLD_SERVICE"
435;140133;"NSL";"Non-ODA";"NSL";"";"EDL2"
436;140201;"ODA";"Non-ODA";"EDL";"";"EDL1"
437;140301;"ODA";"Non-ODA";"EDL";"";"EDL1"
438;140306;"Normal";"Non-ODA";"EDL";"";"EDL1"
439;140307;"ODA";"Non-ODA";"EDL";"";"EDL1"
440;140308;"Normal";"Non-ODA";"Normal";"";"EDL1"
441;140401;"Normal";"Non-ODA";"Normal";"";"DIRECT"
442;140402;"Normal";"NSL";"EDL";"";"EDL2"
443;140405;"NSL";"Non-ODA";"EDL";"";"DIRECT"
444;140406;"ODA";"Non-ODA";"Normal";"";"DIRECT"
445;140407;"ODA";"Non-ODA";"Normal";"";"EDL1"
446;140408;"NSL";"NSL";"EDL";"";"EDL3"
447;140412;"ODA";"Non-ODA";"NSL";"";"EDL1"
448;140413;"ODA";"Non-ODA";"EDL";"";"EDL2"
449;140417;"Normal";"Non-ODA";"EDL";"";"DIRECT"
450;140501;"ODA";"Non-ODA";"Normal";"";"DIRECT"
451;140506;"Normal";"Non-ODA";"EDL";"";"EDL1"
452;140507;"ODA";"Non-ODA";"EDL";"";"DIRECT"
453;140601;"Normal";"Non-ODA";"EDL";"";"DIRECT"
454;140602;"ODA";"Non-ODA";"EDL";"";"EDL1"
455;140603;"Normal";"Non-ODA";"Normal";"";"DIRECT"
456;140604;"Normal";"NSL";"Normal";"";"EDL1"
457;140701;"Normal";"Non-ODA";"EDL";"";"NSL"
458;140702;"NSL";"Non-ODA";"EDL";"";"DIRECT"
459;140802;"ODA";"Non-ODA";"EDL";"";"EDL1"
460;140901;"Normal";"Non-ODA";"EDL";"";"DIRECT"
461;141001;"Normal";"Non-ODA";"Normal";"";"DIRECT"
462;141002;"Normal";"Non-ODA";"Normal";"";"DIRECT"
463;141003;"Normal";"Non-ODA";"Normal";"";"DIRECT"
464;141004;"Normal";"Non-ODA";"Normal";"";"DIRECT"
465;141006;"Normal";"Non-ODA";"Normal";"";"DIRECT"
466;141007;"Normal";"Non-ODA";"Normal";"";"DIRECT"
467;141008;"Normal";"Non-ODA";"Normal";"";"DIRECT"
468;141010;"Normal";"Non-ODA";"Normal";"";"DIRECT"
469;141011;"Normal";"Non-ODA";"Normal";"";"DIRECT"
470;141012;"Normal";"Non-ODA";"Normal";"";"DIRECT"
471;141013;"Normal";"Non-ODA";"Normal";"";"DIRECT"
472;141014;"Normal";"Non-ODA";"Normal";"";"DIRECT"
473;141015;"Normal";"Non-ODA";"Normal";"";"DIRECT"
474;141016;"Normal";"Non-ODA";"Normal";"";"DIRECT"
475;141017;"Normal";"NSL";"Normal";"";"DIRECT"
476;141101;"Normal";"Non-ODA";"EDL";"";"DIRECT"
477;141102;"Normal";"Non-ODA";"Normal";"";"DIRECT"
478;141103;"Normal";"Non-ODA";"EDL";"";"DIRECT"
479;141104;"Normal";"Non-ODA";"EDL";"";"DIRECT"
480;141105;"Normal";"Non-ODA";"EDL";"";"DIRECT"
481;141106;"Normal";"Non-ODA";"EDL";"";"DIRECT"
482;141107;"ODA";"Non-ODA";"EDL";"";"DIRECT"
483;141108;"Normal";"Non-ODA";"EDL";"";"DIRECT"
484;141109;"ODA";"Non-ODA";"EDL";"";"EDL1"
485;141110;"ODA";"Non-ODA";"EDL";"";"DIRECT"
486;141112;"ODA";"Non-ODA";"EDL";"";"EDL1"
487;141113;"ODA";"Non-ODA";"EDL";"";"EDL1"
488;141114;"ODA";"Non-ODA";"EDL";"";"EDL1"
489;141115;"ODA";"Non-ODA";"EDL";"";"EDL1"
490;141116;"Normal";"Non-ODA";"Normal";"";"DIRECT"
491;141117;"Normal";"Non-ODA";"EDL";"";"EDL1"
492;141118;"Normal";"Non-ODA";"NSL";"";"DIRECT"
493;141119;"ODA";"Non-ODA";"EDL";"";"EDL1"
494;141120;"Normal";"Non-ODA";"Normal";"";"DIRECT"
495;141121;"ODA";"Non-ODA";"EDL";"";"EDL1"
496;141122;"Normal";"Non-ODA";"EDL";"";"DIRECT"
497;141123;"Normal";"Non-ODA";"Normal";"";"EDL1"
498;141125;"ODA";"Non-ODA";"EDL";"";"EDL1"
499;141126;"ODA";"Non-ODA";"NSL";"";"EDL1"
500;141127;"ODA";"NSL";"EDL";"";"DIRECT"
501;141201;"ODA";"Non-ODA";"EDL";"";"DIRECT"
502;141202;"ODA";"Non-ODA";"EDL";"";"DIRECT"
503;141203;"ODA";"Non-ODA";"EDL";"";"DIRECT"
504;141204;"ODA";"Non-ODA";"EDL";"";"DIRECT"
505;141205;"ODA";"Non-ODA";"EDL";"";"EDL1"
506;141206;"ODA";"Non-ODA";"NSL";"";"DIRECT"
507;141401;"ODA";"Non-ODA";"Normal";"";"EDL1"
508;141411;"ODA";"Non-ODA";"EDL";"";"EDL1"
509;141412;"Normal";"Non-ODA";"EDL";"";"EDL1"
510;141413;"ODA";"Non-ODA";"EDL";"";"EDL1"
511;141414;"ODA";"Non-ODA";"EDL";"";"EDL1"
512;141415;"ODA";"Non-ODA";"EDL";"";"EDL1"
513;141416;"Normal";"Non-ODA";"Normal";"";"EDL1"
514;141417;"ODA";"Non-ODA";"EDL";"";"EDL1"
515;141418;"Normal";"Non-ODA";"EDL";"";"EDL1"
516;141419;"ODA";"Non-ODA";"EDL";"";"EDL1"
517;141421;"ODA";"Non-ODA";"EDL";"";"EDL1"
518;141422;"ODA";"Non-ODA";"EDL";"";"DIRECT"
519;141801;"ODA";"Non-ODA";"EDL";"";"EDL1"
520;142001;"Normal";"Non-ODA";"Normal";"";"EDL4"
521;142002;"NSL";"NSL";"EDL";"";"EDL2"
522;142003;"NSL";"NSL";"EDL";"";"EDL2"
523;142011;"Normal";"Non-ODA";"EDL";"";"EDL1"
524;142021;"Normal";"Non-ODA";"Normal";"";"DIRECT"
525;142022;"Normal";"Non-ODA";"NSL";"";"DIRECT"
526;142023;"ODA";"Non-ODA";"EDL";"";"DIRECT"
527;142024;"ODA";"Non-ODA";"EDL";"";"DIRECT"
528;142025;"ODA";"Non-ODA";"EDL";"";"EDL1"
529;142026;"ODA";"Non-ODA";"Normal";"";"EDL1"
530;142027;"Normal";"Non-ODA";"Normal";"";"DIRECT"
531;142028;"NSL";"NSL";"EDL";"";"EDL1"
532;142029;"Normal";"Non-ODA";"NSL";"";"DIRECT"
533;142030;"ODA";"Non-ODA";"EDL";"";"EDL1"
534;142031;"ODA";"Non-ODA";"EDL";"";"EDL1"
535;142032;"ODA";"Non-ODA";"EDL";"";"EDL1"
536;142033;"ODA";"Non-ODA";"EDL";"";"NSL"
537;142034;"ODA";"Non-ODA";"EDL";"";"EDL1"
538;142035;"ODA";"Non-ODA";"EDL";"";"EDL1"
539;142036;"Normal";"Non-ODA";"EDL";"";"EDL1"
540;142037;"NSL";"Non-ODA";"EDL";"";"EDL1"
541;142038;"NSL";"Non-ODA";"EDL";"";"EDL1"
542;142039;"NSL";"Non-ODA";"EDL";"";"EDL1"
543;142040;"NSL";"Non-ODA";"EDL";"";"EDL1"
544;142041;"NSL";"Non-ODA";"EDL";"";"EDL1"
545;142042;"Normal";"Non-ODA";"EDL";"";"NSL"
546;142043;"NSL";"Non-ODA";"EDL";"";"NSL"
547;142044;"NSL";"Non-ODA";"EDL";"";"NSL"
548;142045;"NSL";"Non-ODA";"EDL";"";"EDL1"
549;142046;"NSL";"Non-ODA";"EDL";"";"EDL2"
550;142047;"NSL";"Non-ODA";"EDL";"";"NSL"
551;142048;"NSL";"Non-ODA";"EDL";"";"EDL4"
552;142049;"NSL";"Non-ODA";"EDL";"";"EDL2"
553;142050;"NSL";"Non-ODA";"EDL";"";"NSL"
554;142052;"NSL";"Non-ODA";"EDL";"";"NSL"
555;142053;"NSL";"Non-ODA";"EDL";"";"EDL1"
556;142054;"Normal";"Non-ODA";"EDL";"";"EDL1"
557;142055;"NSL";"Non-ODA";"EDL";"";"EDL1"
558;142056;"NSL";"Non-ODA";"EDL";"";"EDL1"
559;142057;"NSL";"Non-ODA";"EDL";"";"EDL2"
560;142058;"NSL";"Non-ODA";"EDL";"";"NSL"
561;142060;"NSL";"Non-ODA";"EDL";"";"NSL"
562;143001;"Normal";"Non-ODA";"Normal";"";"DIRECT"
563;143002;"Normal";"Non-ODA";"Normal";"";"DIRECT"
564;143003;"Normal";"Non-ODA";"Normal";"";"DIRECT"
565;143004;"Normal";"Non-ODA";"Normal";"";"DIRECT"
566;143005;"Normal";"Non-ODA";"Normal";"";"DIRECT"
567;143006;"Normal";"Non-ODA";"Normal";"";"EDL1"
568;143008;"Normal";"Non-ODA";"Normal";"";"DIRECT"
569;143009;"Normal";"Non-ODA";"EDL";"";"DIRECT"
570;143022;"Normal";"Non-ODA";"Normal";"";"DIRECT"
571;143101;"Normal";"Non-ODA";"NSL";"";"DIRECT"
572;143102;"ODA";"Non-ODA";"EDL";"";"NSL"
573;143103;"Normal";"Non-ODA";"EDL";"";"NSL"
574;143105;"Normal";"Non-ODA";"Normal";"";"DIRECT"
575;143107;"Normal";"Non-ODA";"EDL";"";"NSL"
576;143108;"ODA";"Non-ODA";"EDL";"";"NSL"
577;143109;"Normal";"Non-ODA";"EDL";"";"DIRECT"
578;143111;"Normal";"Non-ODA";"Normal";"";"NSL"
579;143112;"ODA";"Non-ODA";"EDL";"";"NSL"
580;143113;"Normal";"Non-ODA";"Normal";"";"DIRECT"
581;143114;"ODA";"Non-ODA";"EDL";"";"NSL"
582;143115;"Normal";"Non-ODA";"EDL";"";"DIRECT"
583;143116;"ODA";"Non-ODA";"Normal";"";"NSL"
584;143117;"ODA";"Non-ODA";"EDL";"";"NSL"
585;143118;"ODA";"Non-ODA";"EDL";"";"NSL"
586;143119;"Normal";"Non-ODA";"Normal";"";"NSL"
587;143149;"ODA";"NSL";"EDL";"";"NSL"
588;143201;"ODA";"Non-ODA";"Normal";"";"NSL"
589;143202;"ODA";"Non-ODA";"EDL";"";"NSL"
590;143203;"ODA";"Non-ODA";"EDL";"";"NSL"
591;143204;"ODA";"Non-ODA";"EDL";"";"NSL"
592;143205;"ODA";"Non-ODA";"EDL";"";"NSL"
593;143301;"Normal";"Non-ODA";"EDL";"";"NSL"
594;143302;"ODA";"Non-ODA";"EDL";"";"NSL"
595;143303;"ODA";"Non-ODA";"EDL";"";"NSL"
596;143304;"ODA";"Non-ODA";"EDL";"";"NSL"
597;143305;"ODA";"Non-ODA";"EDL";"";"NSL"
598;143401;"ODA";"Non-ODA";"EDL";"";"NSL"
599;143402;"NSL";"NSL";"EDL";"";"NSL"
600;143406;"Normal";"Non-ODA";"EDL";"";"NSL"
601;143407;"ODA";"Non-ODA";"EDL";"";"NSL"
602;143408;"ODA";"Non-ODA";"EDL";"";"NSL"
603;143409;"ODA";"Non-ODA";"EDL";"";"NSL"
604;143410;"ODA";"Non-ODA";"EDL";"";"NSL"
605;143411;"ODA";"Non-ODA";"EDL";"";"NSL"
606;143412;"ODA";"Non-ODA";"EDL";"";"NSL"
607;143413;"Normal";"Non-ODA";"EDL";"";"DIRECT"
608;143414;"Normal";"Non-ODA";"EDL";"";"NSL"
609;143415;"ODA";"Non-ODA";"EDL";"";"NSL"
610;143416;"NSL";"Non-ODA";"EDL";"";"NSL"
611;143419;"NSL";"Non-ODA";"EDL";"";"NSL"
612;143422;"ODA";"Non-ODA";"EDL";"";"NSL"
613;143501;"Normal";"Non-ODA";"Normal";"";"DIRECT"
614;143502;"Normal";"Non-ODA";"Normal";"";"DIRECT"
615;143504;"Normal";"Non-ODA";"Normal";"";"DIRECT"
616;143505;"ODA";"Non-ODA";"EDL";"";"NSL"
617;143506;"ODA";"Non-ODA";"EDL";"";"NSL"
618;143507;"Normal";"Non-ODA";"EDL";"";"NSL"
619;143511;"ODA";"Non-ODA";"EDL";"";"NSL"
620;143512;"ODA";"Non-ODA";"EDL";"";"NSL"
621;143513;"Normal";"Non-ODA";"EDL";"";"NSL"
622;143514;"ODA";"Non-ODA";"EDL";"";"NSL"
623;143515;"ODA";"Non-ODA";"EDL";"";"NSL"
624;143516;"ODA";"Non-ODA";"NSL";"";"NSL"
625;143517;"NSL";"Non-ODA";"EDL";"";"NSL"
626;143518;"ODA";"Non-ODA";"EDL";"";"NSL"
627;143519;"ODA";"Non-ODA";"EDL";"";"NSL"
628;143520;"ODA";"Non-ODA";"EDL";"";"NSL"
629;143521;"NSL";"Non-ODA";"EDL";"";"NSL"
630;143525;"NSL";"Non-ODA";"EDL";"";"NSL"
631;143526;"NSL";"Non-ODA";"EDL";"";"NSL"
632;143527;"NSL";"Non-ODA";"EDL";"";"NSL"
633;143528;"NSL";"Non-ODA";"EDL";"";"NSL"
634;143529;"ODA";"Non-ODA";"EDL";"";"NSL"
635;143530;"NSL";"Non-ODA";"EDL";"";"NSL"
636;143531;"NSL";"Non-ODA";"EDL";"";"NSL"
637;143532;"NSL";"Non-ODA";"EDL";"";"NSL"
638;143533;"NSL";"Non-ODA";"EDL";"";"NSL"
639;143534;"NSL";"Non-ODA";"EDL";"";"NSL"
640;143601;"Normal";"Non-ODA";"EDL";"";"NSL"
641;143602;"Normal";"Non-ODA";"EDL";"";"NSL"
642;143603;"ODA";"Non-ODA";"EDL";"";"NSL"
643;143604;"ODA";"Non-ODA";"EDL";"";"NSL"
644;143605;"ODA";"Non-ODA";"EDL";"";"NSL"
645;143606;"Normal";"Non-ODA";"EDL";"";"NSL"
646;144001;"Normal";"Non-ODA";"Normal";"";"DIRECT"
647;144002;"Normal";"Non-ODA";"Normal";"";"DIRECT"
648;144003;"Normal";"Non-ODA";"Normal";"";"DIRECT"
649;144004;"Normal";"Non-ODA";"Normal";"";"DIRECT"
650;144005;"Normal";"Non-ODA";"Normal";"";"DIRECT"
651;144006;"Normal";"Non-ODA";"Normal";"";"DIRECT"
652;144007;"Normal";"Non-ODA";"Normal";"";"DIRECT"
653;144008;"Normal";"Non-ODA";"Normal";"";"DIRECT"
654;144009;"Normal";"Non-ODA";"Normal";"";"DIRECT"
655;144010;"Normal";"Non-ODA";"EDL";"";"NSL"
656;144011;"Normal";"Non-ODA";"Normal";"";"DIRECT"
657;144012;"Normal";"Non-ODA";"Normal";"";"DIRECT"
658;144020;"Normal";"Non-ODA";"EDL";"";"NSL"
659;144021;"Normal";"Non-ODA";"Normal";"";"DIRECT"
660;144022;"Normal";"Non-ODA";"Normal";"";"DIRECT"
661;144023;"Normal";"Non-ODA";"Normal";"";"DIRECT"
662;144024;"Normal";"Non-ODA";"Normal";"";"DIRECT"
663;144025;"Normal";"Non-ODA";"Normal";"";"NSL"
664;144026;"Normal";"Non-ODA";"EDL";"";"NSL"
665;144027;"Normal";"Non-ODA";"Normal";"";"DIRECT"
666;144028;"Normal";"Non-ODA";"EDL";"";"NSL"
667;144029;"ODA";"Non-ODA";"EDL";"";"EDL1"
668;144030;"Normal";"Non-ODA";"EDL";"";"NSL"
669;144031;"ODA";"ODA";"EDL";"";"EDL1"
670;144032;"Normal";"ODA";"EDL";"";"NSL"
671;144033;"Normal";"Non-ODA";"EDL";"";"NSL"
672;144034;"Normal";"Non-ODA";"EDL";"";"NSL"
673;144035;"ODA";"Non-ODA";"EDL";"";"EDL1"
674;144036;"ODA";"Non-ODA";"EDL";"";"EDL1"
675;144037;"ODA";"Non-ODA";"EDL";"";"EDL1"
676;144039;"ODA";"Non-ODA";"EDL";"";"NSL"
677;144040;"ODA";"Non-ODA";"EDL";"";"NSL"
678;144041;"ODA";"Non-ODA";"EDL";"";"NSL"
679;144042;"Normal";"Non-ODA";"EDL";"";"NSL"
680;144043;"Normal";"Non-ODA";"EDL";"";"NSL"
681;144044;"ODA";"Non-ODA";"EDL";"";"NSL"
682;144101;"Normal";"Non-ODA";"EDL";"";"NSL"
683;144102;"Normal";"Non-ODA";"EDL";"";"NSL"
684;144103;"Normal";"Non-ODA";"EDL";"";"NSL"
685;144104;"Normal";"Non-ODA";"EDL";"";"NSL"
686;144105;"Normal";"Non-ODA";"EDL";"";"NSL"
687;144106;"Normal";"Non-ODA";"EDL";"";"NSL"
688;144201;"Normal";"Non-ODA";"EDL";"";"NSL"
689;144202;"ODA";"Non-ODA";"EDL";"";"NSL"
690;144204;"ODA";"Non-ODA";"EDL";"";"NSL"
691;144205;"ODA";"Non-ODA";"EDL";"";"NSL"
692;144206;"NSL";"Non-ODA";"EDL";"";"NSL"
693;144207;"ODA";"Non-ODA";"EDL";"";"NSL"
694;144208;"ODA";"Non-ODA";"EDL";"";"NSL"
695;144209;"ODA";"Non-ODA";"EDL";"";"NSL"
696;144210;"ODA";"Non-ODA";"EDL";"";"NSL"
697;144211;"NSL";"Non-ODA";"EDL";"";"NSL"
698;144212;"ODA";"Non-ODA";"EDL";"";"NSL"
699;144213;"NSL";"Non-ODA";"EDL";"";"NSL"
700;144214;"ODA";"Non-ODA";"EDL";"";"NSL"
701;144216;"NSL";"Non-ODA";"EDL";"";"NSL"
702;144221;"NSL";"Non-ODA";"EDL";"";"NSL"
703;144222;"NSL";"Non-ODA";"EDL";"";"NSL"
704;144223;"NSL";"Non-ODA";"EDL";"";"NSL"
705;144224;"NSL";"Non-ODA";"EDL";"";"NSL"
706;144301;"Normal";"Non-ODA";"EDL";"";"NSL"
707;144302;"Normal";"Non-ODA";"EDL";"";"NSL"
708;144303;"Normal";"Non-ODA";"EDL";"";"NSL"
709;144305;"ODA";"Non-ODA";"EDL";"";"NSL"
710;144306;"NSL";"Non-ODA";"EDL";"";"NSL"
711;144311;"Normal";"Non-ODA";"EDL";"";"EDL1"
712;144401;"Normal";"Non-ODA";"Normal";"";"DIRECT"
713;144402;"Normal";"Non-ODA";"Normal";"";"NSL"
714;144403;"ODA";"Non-ODA";"EDL";"";"NSL"
715;144404;"ODA";"Non-ODA";"EDL";"";"NSL"
716;144405;"ODA";"Non-ODA";"EDL";"";"NSL"
717;144406;"ODA";"Non-ODA";"EDL";"";"NSL"
718;144407;"Normal";"Non-ODA";"EDL";"";"NSL"
719;144408;"Normal";"Non-ODA";"EDL";"";"NSL"
720;144409;"ODA";"Non-ODA";"Normal";"";"EDL1"
721;144410;"Normal";"Non-ODA";"Normal";"";"EDL1"
722;144411;"Normal";"NSL";"Normal";"";"NSL"
723;144415;"ODA";"Non-ODA";"EDL";"";"EDL1"
724;144416;"ODA";"Non-ODA";"Normal";"";"NSL"
725;144417;"ODA";"Non-ODA";"EDL";"";"EDL1"
726;144418;"ODA";"Non-ODA";"EDL";"";"EDL1"
727;144419;"ODA";"Non-ODA";"EDL";"";"EDL1"
728;144421;"ODA";"Non-ODA";"EDL";"";"EDL1"
729;144422;"ODA";"Non-ODA";"EDL";"";"EDL1"
730;144501;"Normal";"Non-ODA";"EDL";"";"NSL"
731;144502;"ODA";"Non-ODA";"EDL";"";"EDL1"
732;144503;"ODA";"Non-ODA";"EDL";"";"NSL"
733;144504;"ODA";"Non-ODA";"EDL";"";"NSL"
734;144505;"ODA";"Non-ODA";"EDL";"";"NSL"
735;144506;"ODA";"Non-ODA";"NSL";"";"NSL"
736;144507;"ODA";"Non-ODA";"NSL";"";"EDL1"
737;144508;"ODA";"Non-ODA";"NSL";"";"NSL"
738;144509;"ODA";"Non-ODA";"EDL";"";"NSL"
739;144510;"ODA";"Non-ODA";"EDL";"";"NSL"
740;144511;"ODA";"Non-ODA";"EDL";"";"EDL1"
741;144512;"ODA";"Non-ODA";"EDL";"";"NSL"
742;144513;"ODA";"Non-ODA";"EDL";"";"EDL1"
743;144514;"ODA";"Non-ODA";"EDL";"";"EDL1"
744;144515;"ODA";"Non-ODA";"NSL";"";"EDL1"
745;144516;"ODA";"Non-ODA";"EDL";"";"EDL1"
746;144517;"ODA";"Non-ODA";"EDL";"";"EDL1"
747;144518;"ODA";"Non-ODA";"EDL";"";"EDL1"
748;144519;"ODA";"Non-ODA";"EDL";"";"NSL"
749;144520;"ODA";"Non-ODA";"EDL";"";"NSL"
750;144521;"ODA";"Non-ODA";"Normal";"";"NSL"
751;144522;"NSL";"Non-ODA";"EDL";"";"NSL"
752;144523;"NSL";"Non-ODA";"EDL";"";"NSL"
753;144524;"NSL";"Non-ODA";"Normal";"";"NSL"
754;144525;"NSL";"Non-ODA";"EDL";"";"NSL"
755;144526;"ODA";"Non-ODA";"Normal";"";"EDL1"
756;144527;"ODA";"Non-ODA";"EDL";"";"NSL"
757;144528;"ODA";"Non-ODA";"Normal";"";"NSL"
758;144529;"ODA";"Non-ODA";"EDL";"";"NSL"
759;144530;"NSL";"Non-ODA";"EDL";"";"NSL"
760;144531;"ODA";"Non-ODA";"EDL";"";"NSL"
761;144532;"ODA";"Non-ODA";"EDL";"";"EDL1"
762;144533;"Normal";"Non-ODA";"Normal";"";"EDL1"
763;144601;"ODA";"Non-ODA";"Normal";"";"NSL"
764;144602;"Normal";"Non-ODA";"EDL";"";"NSL"
765;144603;"NSL";"NSL";"EDL";"";"NSL"
766;144606;"ODA";"Non-ODA";"EDL";"";"NSL"
767;144620;"ODA";"Non-ODA";"EDL";"";"NSL"
768;144621;"ODA";"Non-ODA";"EDL";"";"NSL"
769;144622;"Normal";"Non-ODA";"EDL";"";"NSL"
770;144623;"Normal";"Non-ODA";"EDL";"";"NSL"
771;144624;"ODA";"Non-ODA";"EDL";"";"NSL"
772;144625;"ODA";"Non-ODA";"EDL";"";"NSL"
773;144626;"ODA";"Non-ODA";"EDL";"";"NSL"
774;144628;"ODA";"Non-ODA";"EDL";"";"NSL"
775;144629;"ODA";"Non-ODA";"EDL";"";"NSL"
776;144630;"Normal";"Non-ODA";"EDL";"";"NSL"
777;144631;"ODA";"Non-ODA";"EDL";"";"NSL"
778;144632;"Normal";"Non-ODA";"Normal";"";"NSL"
779;144633;"Normal";"Non-ODA";"EDL";"";"NSL"
780;144701;"ODA";"Non-ODA";"EDL";"";"NSL"
781;144702;"ODA";"Non-ODA";"EDL";"";"NSL"
782;144703;"ODA";"Non-ODA";"EDL";"";"NSL"
783;144801;"Normal";"Non-ODA";"EDL";"";"NSL"
784;144802;"ODA";"Non-ODA";"Normal";"";"NSL"
785;144803;"Normal";"Non-ODA";"EDL";"";"NSL"
786;144804;"ODA";"Non-ODA";"EDL";"";"NSL"
787;144805;"Normal";"Non-ODA";"EDL";"";"NSL"
788;144806;"Normal";"Non-ODA";"EDL";"";"NSL"
789;144819;"ODA";"Non-ODA";"EDL";"";"NSL"
790;145001;"NSL";"Non-ODA";"Normal";"";"DIRECT"
791;145022;"NSL";"Non-ODA";"EDL";"";"NSL"
792;145023;"NSL";"Non-ODA";"EDL";"";"EDL4"
793;145024;"NSL";"Non-ODA";"EDL";"";"NSL"
794;145025;"NSL";"Non-ODA";"EDL";"";"NSL"
795;145026;"NSL";"Non-ODA";"EDL";"";"NSL"
796;145027;"NSL";"Non-ODA";"EDL";"";"NSL"
797;145029;"NSL";"Non-ODA";"EDL";"";"NSL"
798;145101;"NSL";"Non-ODA";"EDL";"";"NSL"
799;146001;"ODA";"Non-ODA";"Normal";"";"DIRECT"
800;146021;"ODA";"Non-ODA";"Normal";"";"NSL"
801;146022;"Normal";"Non-ODA";"Normal";"";"NSL"
802;146023;"ODA";"Non-ODA";"Normal";"";"NSL"
803;146024;"ODA";"Non-ODA";"Normal";"";"NSL"
804;146101;"ODA";"Non-ODA";"EDL";"";"NSL"
805;146102;"NSL";"Non-ODA";"EDL";"";"NSL"
806;146103;"ODA";"Non-ODA";"EDL";"";"NSL"
807;146104;"ODA";"Non-ODA";"EDL";"";"NSL"
808;146105;"ODA";"Non-ODA";"EDL";"";"NSL"
809;146106;"ODA";"Non-ODA";"EDL";"";"NSL"
810;146107;"ODA";"Non-ODA";"EDL";"";"NSL"
811;146108;"ODA";"Non-ODA";"EDL";"";"NSL"
812;146109;"ODA";"Non-ODA";"EDL";"";"NSL"
813;146110;"NSL";"Non-ODA";"Normal";"";"NSL"
814;146111;"ODA";"Non-ODA";"Normal";"";"NSL"
815;146112;"ODA";"Non-ODA";"EDL";"";"NSL"
816;146113;"ODA";"Non-ODA";"EDL";"";"NSL"
817;146114;"ODA";"Non-ODA";"EDL";"";"NSL"
818;146115;"ODA";"Non-ODA";"EDL";"";"NSL"
819;146116;"ODA";"Non-ODA";"EDL";"";"NSL"
820;147001;"Normal";"Non-ODA";"Normal";"";"EDL1"
821;147002;"Normal";"Non-ODA";"Normal";"";"EDL3"
822;147003;"Normal";"Non-ODA";"Normal";"";"NSL"
823;147004;"Normal";"Non-ODA";"Normal";"";"NSL"
824;147005;"Normal";"Non-ODA";"Normal";"";"NSL"
825;147006;"NSL";"NSL";"EDL";"";"NSL"
826;147007;"NSL";"NSL";"EDL";"";"NSL"
827;147008;"NSL";"NSL";"NSL";"";"NSL"
828;147021;"ODA";"Non-ODA";"Normal";"";"DIRECT"
829;147101;"NSL";"Non-ODA";"EDL";"";"EDL1"
830;147102;"NSL";"Non-ODA";"EDL";"";"NSL"
831;147103;"Normal";"Non-ODA";"Normal";"";"NSL"
832;147104;"NSL";"Non-ODA";"EDL";"";"NSL"
833;147105;"NSL";"Non-ODA";"EDL";"";"EDL2"
834;147111;"NSL";"Non-ODA";"EDL";"";"NSL"
835;147201;"NSL";"Non-ODA";"Normal";"";"EDL1"
836;147202;"NSL";"Non-ODA";"EDL";"";"EDL1"
837;147203;"ODA";"Non-ODA";"EDL";"";"EDL1"
838;147301;"ODA";"Non-ODA";"Normal";"";"EDL1"
839;148001;"NSL";"Non-ODA";"EDL";"";"EDL2"
840;148002;"NSL";"NSL";"EDL";"";"NSL"
841;148017;"NSL";"NSL";"EDL";"";"EDL2"
842;148018;"ODA";"NSL";"EDL";"";"EDL1"
843;148019;"ODA";"Non-ODA";"EDL";"";"EDL1"
844;148020;"ODA";"Non-ODA";"EDL";"";"EDL1"
845;148021;"ODA";"Non-ODA";"EDL";"";"EDL1"
846;148022;"ODA";"Non-ODA";"EDL";"";"EDL1"
847;148023;"ODA";"Non-ODA";"Normal";"";"EDL1"
848;148024;"ODA";"Non-ODA";"EDL";"";"EDL1"
849;148025;"ODA";"Non-ODA";"EDL";"";"EDL1"
850;148026;"NSL";"Non-ODA";"Normal";"";"EDL1"
851;148027;"NSL";"Non-ODA";"EDL";"";"NSL"
852;148028;"NSL";"Non-ODA";"EDL";"";"EDL2"
853;148029;"NSL";"Non-ODA";"EDL";"";"NSL"
854;148030;"NSL";"Non-ODA";"EDL";"";"NSL"
855;148031;"NSL";"Non-ODA";"EDL";"";"NSL"
856;148033;"NSL";"Non-ODA";"Normal";"";"NSL"
857;148034;"NSL";"Non-ODA";"EDL";"";"NSL"
858;148035;"NSL";"Non-ODA";"EDL";"";"NSL"
859;148100;"NSL";"Non-ODA";"EDL";"";"NSL"
860;148101;"NSL";"Non-ODA";"EDL";"";"NSL"
861;148102;"NSL";"Non-ODA";"EDL";"";"NSL"
862;148103;"NSL";"Non-ODA";"EDL";"";"NSL"
863;148104;"NSL";"Non-ODA";"EDL";"";"EDL1"
864;148105;"NSL";"Non-ODA";"EDL";"";"EDL2"
865;148106;"NSL";"Non-ODA";"EDL";"";"NSL"
866;148107;"NSL";"Non-ODA";"EDL";"";"EDL2"
867;148108;"NSL";"Non-ODA";"EDL";"";"NSL"
868;148109;"NSL";"Non-ODA";"EDL";"";"NSL"
869;151001;"Normal";"Non-ODA";"Normal";"";"EDL4"
870;151002;"Normal";"Non-ODA";"Normal";"";"NSL"
871;151003;"Normal";"Non-ODA";"Normal";"";"NSL"
872;151004;"Normal";"Non-ODA";"Normal";"";"NSL"
873;151005;"Normal";"Non-ODA";"Normal";"";"NSL"
874;151006;"ODA";"NSL";"NSL";"";"NSL"
875;151101;"Normal";"Non-ODA";"Normal";"";"EDL4"
